fips_code,county,state,real_estate_taxes_med_2022,real_estate_taxes_med_2021,real_estate_taxes_med_2021_ia,perc_change,perc_change_ia,perc_change_ia.1,perc_change_ia.2,perc_change_ia.3,perc_change_ia.4
1077,Lauderdale County,Alabama,692,646,698,7.1,-0.8141268203187798,-0.8141268203187798,-0.8141268203187798,-0.8141268203187798,-0.8141268203187798
1079,Lawrence County,Alabama,442,427,461,3.5,-4.154740220313996,-4.154740220313996,-4.154740220313996,-4.154740220313996,-4.154740220313996
1081,Lee County,Alabama,1106,972,1050,13.8,5.357415028196922,5.357415028196922,5.357415028196922,5.357415028196922,5.357415028196922
1083,Limestone County,Alabama,734,654,706,12.2,3.918903613093208,3.918903613093208,3.918903613093208,3.918903613093208,3.918903613093208
1085,Lowndes County,Alabama,294,313,338,-6.1,-13.028044018459358,-13.028044018459358,-13.028044018459358,-13.028044018459358,-13.028044018459358
1087,Macon County,Alabama,430,388,419,10.8,2.6155021000381775,2.6155021000381775,2.6155021000381775,2.6155021000381775,2.6155021000381775
1089,Madison County,Alabama,990,905,977,9.4,1.2891344383056995,1.2891344383056995,1.2891344383056995,1.2891344383056995,1.2891344383056995
1091,Marengo County,Alabama,398,366,395,8.7,0.6881198138028664,0.6881198138028664,0.6881198138028664,0.6881198138028664,0.6881198138028664
1093,Marion County,Alabama,303,272,294,11.4,3.1454248366013107,3.1454248366013107,3.1454248366013107,3.1454248366013107,3.1454248366013107
1095,Marshall County,Alabama,656,584,631,12.3,4.008117706747839,4.008117706747839,4.008117706747839,4.008117706747839,4.008117706747839
1097,Mobile County,Alabama,831,781,843,6.4,-1.4795845781761297,-1.4795845781761297,-1.4795845781761297,-1.4795845781761297,-1.4795845781761297
1099,Monroe County,Alabama,344,320,346,7.5,-0.4629629629629695,-0.4629629629629695,-0.4629629629629695,-0.4629629629629695,-0.4629629629629695
1101,Montgomery County,Alabama,570,533,576,6.9,-0.979779028559514,-0.979779028559514,-0.979779028559514,-0.979779028559514,-0.979779028559514
1103,Morgan County,Alabama,633,585,632,8.2,0.1899335232668458,0.1899335232668458,0.1899335232668458,0.1899335232668458,0.1899335232668458
1105,Perry County,Alabama,267,326,352,-18.1,-24.164962508520802,-24.164962508520802,-24.164962508520802,-24.164962508520802,-24.164962508520802
1107,Pickens County,Alabama,372,327,353,13.8,5.334692490655786,5.334692490655786,5.334692490655786,5.334692490655786,5.334692490655786
1109,Pike County,Alabama,422,395,427,6.8,-1.0782934833567797,-1.0782934833567797,-1.0782934833567797,-1.0782934833567797,-1.0782934833567797
1111,Randolph County,Alabama,428,379,409,12.9,4.563666568943601,4.563666568943601,4.563666568943601,4.563666568943601,4.563666568943601
1113,Russell County,Alabama,619,593,640,4.4,-3.347698457310607,-3.347698457310607,-3.347698457310607,-3.347698457310607,-3.347698457310607
1117,Shelby County,Alabama,1279,1167,1260,9.6,1.4789425243581096,1.4789425243581096,1.4789425243581096,1.4789425243581096,1.4789425243581096
1115,St. Clair County,Alabama,603,544,588,10.8,2.6348039215686305,2.6348039215686305,2.6348039215686305,2.6348039215686305,2.6348039215686305
1119,Sumter County,Alabama,275,252,272,9.1,1.0435038212815897,1.0435038212815897,1.0435038212815897,1.0435038212815897,1.0435038212815897
1121,Talladega County,Alabama,504,447,483,12.8,4.3997017151379465,4.3997017151379465,4.3997017151379465,4.3997017151379465,4.3997017151379465
1123,Tallapoosa County,Alabama,435,372,402,16.9,8.27359617682197,8.27359617682197,8.27359617682197,8.27359617682197,8.27359617682197
1125,Tuscaloosa County,Alabama,722,665,718,8.6,0.5291005291005227,0.5291005291005227,0.5291005291005227,0.5291005291005227,0.5291005291005227
1127,Walker County,Alabama,333,312,337,6.7,-1.175213675213686,-1.175213675213686,-1.175213675213686,-1.175213675213686,-1.175213675213686
1129,Washington County,Alabama,329,298,322,10.4,2.2247079294059056,2.2247079294059056,2.2247079294059056,2.2247079294059056,2.2247079294059056
1131,Wilcox County,Alabama,267,278,300,-4,-11.071143085531578,-11.071143085531578,-11.071143085531578,-11.071143085531578,-11.071143085531578
1133,Winston County,Alabama,352,325,351,8.3,0.2849002849002849,0.2849002849002849,0.2849002849002849,0.2849002849002849,0.2849002849002849
2013,Aleutians East Borough,Alaska,n/a,n/a,,n/a,NaN,NaN,NaN,NaN,NaN
2016,Aleutians West Census Area,Alaska,2937,3036,3279,-3.3,-10.426731078904997,-10.426731078904997,-10.426731078904997,-10.426731078904997,-10.426731078904997
2020,Anchorage Municipality,Alaska,4760,4407,4760,8,0.009244552017404966,0.009244552017404966,0.009244552017404966,0.009244552017404966,0.009244552017404966
2050,Bethel Census Area,Alaska,n/a,n/a,,n/a,NaN,NaN,NaN,NaN,NaN
2060,Bristol Bay Borough,Alaska,2500,2214,2391,12.9,4.553514670949164,4.553514670949164,4.553514670949164,4.553514670949164,4.553514670949164
2063,Chugach Census Area,Alaska,3013,2704,2920,11.4,3.173624808240187,3.173624808240187,3.173624808240187,3.173624808240187,3.173624808240187
2066,Copper River Census Area,Alaska,199,n/a,,n/a,NaN,NaN,NaN,NaN,NaN
2068,Denali Borough,Alaska,389,n/a,,n/a,NaN,NaN,NaN,NaN,NaN
2070,Dillingham Census Area,Alaska,2475,2128,2298,16.3,7.691102756892219,7.691102756892219,7.691102756892219,7.691102756892219,7.691102756892219
2090,Fairbanks North Star Borough,Alaska,3470,3234,3493,7.3,-0.6504958885911339,-0.6504958885911339,-0.6504958885911339,-0.6504958885911339,-0.6504958885911339
2100,Haines Borough,Alaska,2564,2573,2779,-0.3,-7.731283557167743,-7.731283557167743,-7.731283557167743,-7.731283557167743,-7.731283557167743
2105,Hoonah-Angoon Census Area,Alaska,1278,1583,1710,-19.3,-25.24742050958097,-25.24742050958097,-25.24742050958097,-25.24742050958097,-25.24742050958097
2110,Juneau City and Borough,Alaska,3789,3610,3899,5,-2.8162511542012973,-2.8162511542012973,-2.8162511542012973,-2.8162511542012973,-2.8162511542012973
2122,Kenai Peninsula Borough,Alaska,1853,1759,1900,5.3,-2.4593097930221313,-2.4593097930221313,-2.4593097930221313,-2.4593097930221313,-2.4593097930221313
2130,Ketchikan Gateway Borough,Alaska,2568,2551,2755,0.7,-6.790365434034597,-6.790365434034597,-6.790365434034597,-6.790365434034597,-6.790365434034597
2150,Kodiak Island Borough,Alaska,3694,3436,3711,7.5,-0.4548786271719945,-0.4548786271719945,-0.4548786271719945,-0.4548786271719945,-0.4548786271719945
2158,Kusilvak Census Area,Alaska,199,200,216,-0.5,-7.87037037037037,-7.87037037037037,-7.87037037037037,-7.87037037037037,-7.87037037037037
2164,Lake and Peninsula Borough,Alaska,,,,n/a,NaN,NaN,NaN,NaN,NaN
2170,Matanuska-Susitna Borough,Alaska,3402,3201,3457,6.3,-1.5932521087160372,-1.5932521087160372,-1.5932521087160372,-1.5932521087160372,-1.5932521087160372
2180,Nome Census Area,Alaska,2752,2205,2381,24.8,15.562274292433017,15.562274292433017,15.562274292433017,15.562274292433017,15.562274292433017
2185,North Slope Borough,Alaska,1460,1552,1676,-5.9,-12.896143566246662,-12.896143566246662,-12.896143566246662,-12.896143566246662,-12.896143566246662
2188,Northwest Arctic Borough,Alaska,199,200,216,-0.5,-7.87037037037037,-7.87037037037037,-7.87037037037037,-7.87037037037037,-7.87037037037037
2195,Petersburg Borough,Alaska,1878,1864,2013,0.8,-6.711969480209828,-6.711969480209828,-6.711969480209828,-6.711969480209828,-6.711969480209828
2198,Prince of Wales-Hyder Census Area,Alaska,1011,864,933,17,8.346193415637847,8.346193415637847,8.346193415637847,8.346193415637847,8.346193415637847
2220,Sitka City and Borough,Alaska,2166,1941,2096,11.6,3.3258915793691584,3.3258915793691584,3.3258915793691584,3.3258915793691584,3.3258915793691584
2230,Skagway Municipality,Alaska,1433,1413,1526,1.4,-6.096825771277305,-6.096825771277305,-6.096825771277305,-6.096825771277305,-6.096825771277305
2240,Southeast Fairbanks Census Area,Alaska,1893,1719,1857,10.1,1.9649667119125993,1.9649667119125993,1.9649667119125993,1.9649667119125993,1.9649667119125993
2275,Wrangell City and Borough,Alaska,1791,1396,1508,28.3,18.791786055396365,18.791786055396365,18.791786055396365,18.791786055396365,18.791786055396365
2282,Yakutat City and Borough,Alaska,1283,1176,1270,9.1,1.0172587553539811,1.0172587553539811,1.0172587553539811,1.0172587553539811,1.0172587553539811
2290,Yukon-Koyukuk Census Area,Alaska,875,725,783,20.7,11.749680715197956,11.749680715197956,11.749680715197956,11.749680715197956,11.749680715197956
4001,Apache County,Arizona,522,522,564,0,-7.407407407407406,-7.407407407407406,-7.407407407407406,-7.407407407407406,-7.407407407407406
4003,Cochise County,Arizona,1312,1263,1364,3.9,-3.8151373860004241,-3.8151373860004241,-3.8151373860004241,-3.8151373860004241,-3.8151373860004241
4005,Coconino County,Arizona,1922,1748,1888,10,1.8094753792694216,1.8094753792694216,1.8094753792694216,1.8094753792694216,1.8094753792694216
4007,Gila County,Arizona,1365,1315,1420,3.8,-3.8867765103506575,-3.8867765103506575,-3.8867765103506575,-3.8867765103506575,-3.8867765103506575
4009,Graham County,Arizona,1062,990,1069,7.3,-0.6734006734006777,-0.6734006734006777,-0.6734006734006777,-0.6734006734006777,-0.6734006734006777
4011,Greenlee County,Arizona,351,383,414,-8.4,-15.143603133159278,-15.143603133159278,-15.143603133159278,-15.143603133159278,-15.143603133159278
4012,La Paz County,Arizona,762,780,842,-2.3,-9.544159544159552,-9.544159544159552,-9.544159544159552,-9.544159544159552,-9.544159544159552
4013,Maricopa County,Arizona,1883,1734,1873,8.6,0.5489341706181369,0.5489341706181369,0.5489341706181369,0.5489341706181369,0.5489341706181369
4015,Mohave County,Arizona,1196,1081,1167,10.6,2.442868400315207,2.442868400315207,2.442868400315207,2.442868400315207,2.442868400315207
4017,Navajo County,Arizona,1082,986,1065,9.7,1.6076928855833414,1.6076928855833414,1.6076928855833414,1.6076928855833414,1.6076928855833414
4019,Pima County,Arizona,2161,1968,2125,9.8,1.673065341764526,1.673065341764526,1.673065341764526,1.673065341764526,1.673065341764526
4021,Pinal County,Arizona,1554,1426,1540,9,0.9038491506934604,0.9038491506934604,0.9038491506934604,0.9038491506934604,0.9038491506934604
4023,Santa Cruz County,Arizona,1318,1243,1342,6,-1.8205655373797005,-1.8205655373797005,-1.8205655373797005,-1.8205655373797005,-1.8205655373797005
4025,Yavapai County,Arizona,1671,1528,1650,9.4,1.2579988365328674,1.2579988365328674,1.2579988365328674,1.2579988365328674,1.2579988365328674
4027,Yuma County,Arizona,1266,1177,1271,7.6,-0.40592844331162731,-0.40592844331162731,-0.40592844331162731,-0.40592844331162731,-0.40592844331162731
5001,Arkansas County,Arkansas,665,658,711,1.1,-6.422379826635159,-6.422379826635159,-6.422379826635159,-6.422379826635159,-6.422379826635159
5003,Ashley County,Arkansas,547,492,531,11.2,2.9433905450165585,2.9433905450165585,2.9433905450165585,2.9433905450165585,2.9433905450165585
5005,Baxter County,Arkansas,722,717,774,0.7,-6.761712898393514,-6.761712898393514,-6.761712898393514,-6.761712898393514,-6.761712898393514
5007,Benton County,Arkansas,1602,1442,1557,11.1,2.866389274156256,2.866389274156256,2.866389274156256,2.866389274156256,2.866389274156256
5009,Boone County,Arkansas,880,818,883,7.6,-0.3893869419541853,-0.3893869419541853,-0.3893869419541853,-0.3893869419541853,-0.3893869419541853
5011,Bradley County,Arkansas,520,530,572,-1.9,-9.154437456324263,-9.154437456324263,-9.154437456324263,-9.154437456324263,-9.154437456324263
5013,Calhoun County,Arkansas,412,431,465,-4.4,-11.489215433530982,-11.489215433530982,-11.489215433530982,-11.489215433530982,-11.489215433530982
5015,Carroll County,Arkansas,963,928,1002,3.8,-3.9152298850574718,-3.9152298850574718,-3.9152298850574718,-3.9152298850574718,-3.9152298850574718
